Date,Name,Subclass,Price,Fuel Type,Division,Retailer,District
2025-02-20,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Paphos
2025-02-20,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Paphos
2025-02-20,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Paphos
2025-02-20,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Paphos
2025-02-20,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.448,Unleaded 95,TRANSPORT,SHELL,Paphos
2025-02-20,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.558,Unleaded 98,TRANSPORT,SHELL,Paphos
2025-02-20,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.538,Diesel,TRANSPORT,SHELL,Paphos
2025-02-20,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Paphos
2025-02-20,"""ADELFOI KOURIDI LIMITED""",Petrol,1.449,Unleaded 95,TRANSPORT,ESSO,Paphos
2025-02-20,"""ADELFOI KOURIDI LIMITED""",Petrol,1.525,Unleaded 98,TRANSPORT,ESSO,Paphos
2025-02-20,"""ADELFOI KOURIDI LIMITED""",Diesel,1.539,Diesel,TRANSPORT,ESSO,Paphos
2025-02-20,"""ADELFOI KOURIDI LIMITED""",Liquid fuels,1.065,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-20,"""ADELFOI KOURIDI LIMITED""",Liquid fuels,1.105,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-20,R.A.M. OIL CYPRUS LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-20,R.A.M. OIL CYPRUS LIMITED,Petrol,1.499,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-20,R.A.M. OIL CYPRUS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-20,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,ANDREAS M. KOMMATOS LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-20,ANDREAS M. KOMMATOS LIMITED,Petrol,1.499,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-20,ANDREAS M. KOMMATOS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-20,ANDREAS M. KOMMATOS LIMITED,Liquid fuels,1.06,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,ANDREAS M. KOMMATOS LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,CHARILAOS DANIIL LIMITED,Liquid fuels,1.109,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-20,J.K PETROL STATION AND CARWASH LTD,Petrol,1.452,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-20,J.K PETROL STATION AND CARWASH LTD,Petrol,1.518,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-20,J.K PETROL STATION AND CARWASH LTD,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-20,J.K PETROL STATION AND CARWASH LTD,Liquid fuels,1.069,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,J.K PETROL STATION AND CARWASH LTD,Liquid fuels,1.119,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-20,SPLS TRADING CO LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,ESSO,Paphos
2025-02-20,SPLS TRADING CO LIMITED,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Paphos
2025-02-20,SPLS TRADING CO LIMITED,Diesel,1.549,Diesel,TRANSPORT,ESSO,Paphos
2025-02-20,SPLS TRADING CO LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-20,SPLS TRADING CO LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.373,Unleaded 95,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.454,Diesel,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,0.999,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,ADELFOI P & P CHRISTODOULOU LIMITED,Petrol,1.373,Unleaded 95,TRANSPORT,PETROLINA,Nicosia
2025-02-21,ADELFOI P & P CHRISTODOULOU LIMITED,Petrol,1.434,Unleaded 98,TRANSPORT,PETROLINA,Nicosia
2025-02-21,ADELFOI P & P CHRISTODOULOU LIMITED,Diesel,1.454,Diesel,TRANSPORT,PETROLINA,Nicosia
2025-02-21,ADELFOI P & P CHRISTODOULOU LIMITED,Liquid fuels,0.999,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,ADELFOI P & P CHRISTODOULOU LIMITED,Liquid fuels,1.035,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,D. KTORIDIS & YIOS LTD,Liquid fuels,1.029,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.373,Unleaded 95,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.459,Diesel,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,0.999,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.389,Unleaded 95,TRANSPORT,PETROLINA,Nicosia
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.479,Unleaded 98,TRANSPORT,PETROLINA,Nicosia
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.479,Diesel,TRANSPORT,PETROLINA,Nicosia
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,KOSTAKIS D. KONSTANTINOU,Petrol,1.399,Unleaded 95,TRANSPORT,PETROLINA,Nicosia
2025-02-21,KOSTAKIS D. KONSTANTINOU,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Nicosia
2025-02-21,KOSTAKIS D. KONSTANTINOU,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Nicosia
2025-02-21,KOSTAKIS D. KONSTANTINOU,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,KOSTAKIS D. KONSTANTINOU,Liquid fuels,1.12,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,TROPALI PETROLEUM TWO LTD,Petrol,1.399,Unleaded 95,TRANSPORT,ESSO,Nicosia
2025-02-21,TROPALI PETROLEUM TWO LTD,Petrol,1.489,Unleaded 98,TRANSPORT,ESSO,Nicosia
2025-02-21,TROPALI PETROLEUM TWO LTD,Diesel,1.499,Diesel,TRANSPORT,ESSO,Nicosia
2025-02-21,TROPALI PETROLEUM TWO LTD,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Nicosia
2025-02-21,TROPALI PETROLEUM TWO LTD,Liquid fuels,1.109,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Nicosia
2025-02-21,SIMOS KADI LIMITED,Liquid fuels,1.139,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Nicosia
2025-02-21,A. PSARAS LTD,Petrol,1.435,Unleaded 95,TRANSPORT,SHELL,Nicosia
2025-02-21,A. PSARAS LTD,Petrol,1.545,Unleaded 98,TRANSPORT,SHELL,Nicosia
2025-02-21,A. PSARAS LTD,Diesel,1.525,Diesel,TRANSPORT,SHELL,Nicosia
2025-02-21,POWERPULLS LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,PETROLINA,Nicosia
2025-02-21,POWERPULLS LIMITED,Petrol,1.599,Unleaded 98,TRANSPORT,PETROLINA,Nicosia
2025-02-21,POWERPULLS LIMITED,Diesel,1.525,Diesel,TRANSPORT,PETROLINA,Nicosia
2025-02-21,POWERPULLS LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,POWERPULLS LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,K. KOFTEROS & G. GEROU LIMITED,Petrol,1.438,Unleaded 95,TRANSPORT,SHELL,Nicosia
2025-02-21,K. KOFTEROS & G. GEROU LIMITED,Petrol,1.558,Unleaded 98,TRANSPORT,SHELL,Nicosia
2025-02-21,K. KOFTEROS & G. GEROU LIMITED,Diesel,1.528,Diesel,TRANSPORT,SHELL,Nicosia
2025-02-21,K. KOFTEROS & G. GEROU LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Nicosia
2025-02-21,ANDREAS DOROTHEOU & YIOI LIMITED,Petrol,1.438,Unleaded 95,TRANSPORT,SHELL,Nicosia
2025-02-21,ANDREAS DOROTHEOU & YIOI LIMITED,Petrol,1.558,Unleaded 98,TRANSPORT,SHELL,Nicosia
2025-02-21,ANDREAS DOROTHEOU & YIOI LIMITED,Diesel,1.529,Diesel,TRANSPORT,SHELL,Nicosia
2025-02-21,ANDREAS DOROTHEOU & YIOI LIMITED,Liquid fuels,1.079,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.438,Unleaded 95,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.538,Diesel,TRANSPORT,EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,A G A PETROL STATION LIMITED,Petrol,1.438,Unleaded 95,TRANSPORT,EKO,Nicosia
2025-02-21,A G A PETROL STATION LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Nicosia
2025-02-21,A G A PETROL STATION LIMITED,Diesel,1.528,Diesel,TRANSPORT,EKO,Nicosia
2025-02-21,A G A PETROL STATION LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,A G A PETROL STATION LIMITED,Liquid fuels,1.069,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Nicosia
2025-02-21,P. & F. ZANTI LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,ESSO,Nicosia
2025-02-21,P. & F. ZANTI LIMITED,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Nicosia
2025-02-21,P. & F. ZANTI LIMITED,Diesel,1.529,Diesel,TRANSPORT,ESSO,Nicosia
2025-02-21,P. & F. ZANTI LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Nicosia
2025-02-21,P. & F. ZANTI LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Nicosia
2025-02-21,A.C.C. AVRAAM ENTERPRISES LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Nicosia
2025-02-21,Y2 FUEL SERVICES (CY) LTD,Petrol,1.459,Unleaded 95,TRANSPORT,EKO,Nicosia
2025-02-21,Y2 FUEL SERVICES (CY) LTD,Diesel,1.559,Diesel,TRANSPORT,EKO,Nicosia
2025-02-21,JENKERA LIMITED,Petrol,1.399,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-21,JENKERA LIMITED,Petrol,1.509,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-21,JENKERA LIMITED,Diesel,1.519,Diesel,TRANSPORT,ESSO,Limassol
2025-02-21,JENKERA LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-21,JENKERA LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-21,STAROIL (CYPRUS) LTD,Petrol,1.399,Unleaded 95,TRANSPORT,STAROIL,Limassol
2025-02-21,STAROIL (CYPRUS) LTD,Petrol,1.463,Unleaded 98,TRANSPORT,STAROIL,Limassol
2025-02-21,STAROIL (CYPRUS) LTD,Diesel,1.489,Diesel,TRANSPORT,STAROIL,Limassol
2025-02-21,STAROIL (CYPRUS) LTD,Liquid fuels,1.023,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",STAROIL,Limassol
2025-02-21,STAROIL (CYPRUS) LTD,Liquid fuels,1.056,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",STAROIL,Limassol
2025-02-21,ARISTOS TH. ARISTEIDOU LIMITED,Petrol,1.409,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-21,ARISTOS TH. ARISTEIDOU LIMITED,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-21,ARISTOS TH. ARISTEIDOU LIMITED,Diesel,1.519,Diesel,TRANSPORT,ESSO,Limassol
2025-02-21,ARISTOS TH. ARISTEIDOU LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-21,ARISTOS TH. ARISTEIDOU LIMITED,Liquid fuels,1.108,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.399,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.489,Diesel,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.399,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.509,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.499,Diesel,TRANSPORT,SHELL,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.403,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.468,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.49,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.023,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.056,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.403,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.468,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.49,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.023,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.056,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.403,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.468,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.49,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.023,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.056,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,SOFOCLIS PETROL STATION LTD,Petrol,1.409,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-21,SOFOCLIS PETROL STATION LTD,Petrol,1.519,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-21,SOFOCLIS PETROL STATION LTD,Diesel,1.499,Diesel,TRANSPORT,SHELL,Limassol
2025-02-21,S.L. PETROLEUM SERVICES LTD,Petrol,1.419,Unleaded 95,TRANSPORT,ENI,Limassol
2025-02-21,S.L. PETROLEUM SERVICES LTD,Petrol,1.485,Unleaded 98,TRANSPORT,ENI,Limassol
2025-02-21,S.L. PETROLEUM SERVICES LTD,Diesel,1.515,Diesel,TRANSPORT,ENI,Limassol
2025-02-21,S.L. PETROLEUM SERVICES LTD,Liquid fuels,1.042,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI,Limassol
2025-02-21,S.L. PETROLEUM SERVICES LTD,Liquid fuels,1.168,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.425,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.535,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.519,Diesel,TRANSPORT,SHELL,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.529,Diesel,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.528,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.055,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.073,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Diesel,1.535,Diesel,TRANSPORT,EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.435,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.545,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.528,Diesel,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.535,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.528,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.055,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.073,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.435,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.545,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.535,Diesel,TRANSPORT,SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-21,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-21,A & K PAVLOU TRADING LIMITED,Petrol,1.435,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-21,A & K PAVLOU TRADING LIMITED,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-21,A & K PAVLOU TRADING LIMITED,Diesel,1.535,Diesel,TRANSPORT,ESSO,Limassol
2025-02-21,A & K PAVLOU TRADING LIMITED,Liquid fuels,1.069,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-21,A & K PAVLOU TRADING LIMITED,Liquid fuels,1.199,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
